time_stamp,daily_mean_25pm,daily_sensor_count
2020-12-22,3.96,50
2020-12-23,2.58,48
2020-12-24,3.22,50
2020-12-25,3.58,50
2020-12-26,1.08,43
2020-12-27,2.21,47
2020-12-28,1.51,48
2020-12-29,1.97,47
2020-12-30,3.16,49
2020-12-31,2.19,50
2021-01-01,3.76,48
2021-01-02,2.63,47
2021-01-03,1.24,45
2021-01-04,2.74,47
2021-01-05,1.28,45
2021-01-06,2.59,47
2021-01-07,3.39,46
2021-01-08,3.38,49
2021-01-09,2.36,50
2021-01-10,3.37,47
2021-01-11,2.67,48
2021-01-12,3.21,48
2021-01-13,1.58,47
2021-01-14,3.23,48
2021-01-15,4.43,47
2021-01-16,3.1,48
2021-01-17,2.99,47
2021-01-18,2.4,46
2021-01-19,0.84,44
2021-01-20,1.48,47
2021-01-21,5.67,48
2021-01-22,3.33,49
2021-01-23,2.27,48
2021-01-24,3.54,46
2021-01-25,1.78,50
2021-01-26,6.83,46
2021-01-27,1.26,44
2021-01-28,0.93,39
2021-01-29,1.32,43
2021-01-30,1.47,41
2021-01-31,3.55,41
2021-02-01,2.23,43
2021-02-02,1.25,42
2021-02-03,0.77,37
2021-02-04,1.89,45
2021-02-05,2.96,46
2021-02-06,3.1,46
2021-02-07,3.59,47
2021-02-08,2.39,46
2021-02-09,1.32,45
2021-02-10,1.76,45
2021-02-11,3.09,48
2021-02-12,1.25,44
2021-02-13,1.67,41
2021-02-14,1.92,44
2021-02-15,1.34,42
2021-02-16,1.31,44
2021-02-17,1.59,41
2021-02-18,2.0,43
2021-02-19,1.38,43
2021-02-20,0.93,37
2021-02-21,2.19,43
2021-02-22,1.66,47
2021-02-23,2.65,46
2021-02-24,2.22,46
2021-02-25,0.94,44
2021-02-26,3.09,46
2021-02-27,1.85,48
2021-02-28,1.3,42
2021-03-01,2.43,47
2021-03-02,3.14,47
2021-03-03,4.0,48
2021-03-04,3.01,48
2021-03-05,4.06,46
2021-03-06,2.21,47
2021-03-07,2.27,48
2021-03-08,2.73,48
2021-03-09,2.21,47
2021-03-10,1.09,48
2021-03-11,1.69,46
2021-03-12,1.78,49
2021-03-13,2.24,48
2021-03-14,3.29,48
2021-03-15,1.08,43
2021-03-16,1.33,47
2021-03-17,1.86,45
2021-03-18,1.29,46
2021-03-19,0.7,41
2021-03-20,0.82,37
2021-03-21,1.11,45
2021-03-22,1.84,47
2021-03-23,1.22,46
2021-03-24,0.85,44
2021-03-25,1.77,46
2021-03-26,0.72,45
2021-03-27,1.43,45
2021-03-28,1.82,46
2021-03-29,1.85,48
2021-03-30,1.29,44
2021-03-31,1.59,45
2021-04-01,2.32,49
2021-04-02,2.53,48
2021-04-03,2.49,50
2021-04-04,2.74,50
2021-04-05,1.24,48
2021-04-06,2.28,50
2021-04-07,2.13,49
2021-04-08,1.3,47
2021-04-09,2.16,48
2021-04-10,1.73,46
2021-04-11,2.18,49
2021-04-12,1.35,46
2021-04-13,3.28,47
2021-04-14,1.87,48
2021-04-15,2.45,47
2021-04-16,2.94,47
2021-04-17,1.76,47
2021-04-18,1.6,46
2021-04-19,5.63,48
2021-04-20,10.07,52
2021-04-21,5.84,50
2021-04-22,6.53,52
2021-04-23,6.66,52
2021-04-24,2.28,48
2021-04-25,1.23,45
2021-04-26,1.05,40
2021-04-27,1.0,43
2021-04-28,0.86,40
2021-04-29,1.32,43
2021-04-30,2.26,49
2021-05-01,1.26,49
2021-05-02,1.62,50
2021-05-03,1.36,47
2021-05-04,1.57,50
2021-05-05,1.71,50
2021-05-06,2.04,49
2021-05-07,1.01,46
2021-05-08,0.98,47
2021-05-09,1.18,50
2021-05-10,0.9,46
2021-05-11,1.03,48
2021-05-12,1.79,52
2021-05-13,2.2,50
2021-05-14,4.13,52
2021-05-15,1.69,51
2021-05-16,1.88,50
2021-05-17,3.6,53
2021-05-18,3.21,51
2021-05-19,0.9,47
2021-05-20,1.3,46
2021-05-21,1.0,46
2021-05-22,1.17,48
2021-05-23,2.2,47
2021-05-24,2.56,49
2021-05-25,1.34,47
2021-05-26,0.78,44
2021-05-27,1.21,49
2021-05-28,4.25,53
2021-05-29,1.59,53
2021-05-30,1.7,53
2021-05-31,1.55,54
2021-06-01,3.95,54
2021-06-02,6.12,55
2021-06-03,4.12,54
2021-06-04,2.68,50
2021-06-05,1.24,51
2021-06-06,0.78,48
2021-06-07,1.09,49
2021-06-08,0.89,48
2021-06-09,1.06,45
2021-06-10,1.12,51
2021-06-11,1.09,48
2021-06-12,0.43,42
2021-06-13,0.58,47
2021-06-14,1.38,51
2021-06-15,1.36,51
2021-06-16,3.68,54
2021-06-17,4.0,53
2021-06-18,11.09,58
2021-06-19,8.48,59
2021-06-20,7.46,59
2021-06-21,4.07,58
2021-06-22,2.81,51
2021-06-23,1.26,48
2021-06-24,2.78,54
2021-06-25,2.64,52
2021-06-26,4.06,53
2021-06-27,2.94,53
2021-06-28,4.26,56
2021-06-29,5.7,53
2021-06-30,6.45,54
2021-07-01,7.87,55
2021-07-02,9.28,57
2021-07-03,9.78,54
2021-07-04,6.34,49
2021-07-05,4.55,51
2021-07-06,6.91,54
2021-07-07,5.76,55
2021-07-08,4.61,51
2021-07-09,2.1,47
2021-07-10,4.96,47
2021-07-11,4.29,48
2021-07-12,6.52,49
2021-07-13,5.13,52
2021-07-14,6.0,52
2021-07-15,4.65,54
2021-07-16,5.89,53
2021-07-17,3.0,52
2021-07-18,5.87,51
2021-07-19,20.15,54
2021-07-20,7.28,55
2021-07-21,2.63,53
2021-07-22,2.7,55
2021-07-23,12.63,61
2021-07-24,52.93,47
2021-07-25,37.44,51
2021-07-26,49.48,50
2021-07-27,34.18,55
2021-07-28,4.66,64
2021-07-29,18.42,60
2021-07-30,7.1,68
2021-07-31,12.08,68
2021-08-01,6.67,69
2021-08-02,6.48,68
2021-08-03,4.47,68
2021-08-04,2.72,69
2021-08-05,2.39,69
2021-08-06,87.74,37
2021-08-07,151.66,24
2021-08-08,80.23,47
2021-08-09,22.59,75
2021-08-10,27.83,74
2021-08-11,25.53,78
2021-08-12,44.69,64
2021-08-13,29.51,76
2021-08-14,40.29,75
2021-08-15,43.59,73
2021-08-16,111.9,38
2021-08-17,96.6,50
2021-08-18,97.01,46
2021-08-19,16.35,91
2021-08-20,41.71,80
2021-08-21,178.31,19
2021-08-22,234.63,16
2021-08-23,349.47,10
2021-08-24,296.84,14
2021-08-25,199.77,24
2021-08-26,194.5,26
2021-08-27,175.45,29
2021-08-28,97.53,50
2021-08-29,104.24,49
2021-08-30,48.79,76
2021-08-31,58.28,71
2021-09-01,87.43,48
2021-09-02,59.21,65
2021-09-03,52.65,75
2021-09-04,84.91,60
2021-09-05,44.47,84
2021-09-06,48.91,82
2021-09-07,28.99,87
2021-09-08,27.48,89
2021-09-09,20.51,102
2021-09-10,13.9,105
2021-09-11,6.69,106
2021-09-12,6.61,109
2021-09-13,4.97,108
2021-09-14,16.1,109
2021-09-15,26.76,105
2021-09-16,15.26,114
2021-09-17,18.54,113
2021-09-18,13.57,115
2021-09-19,1.7,112
2021-09-20,1.09,110
2021-09-21,10.27,116
2021-09-22,22.68,112
2021-09-23,8.26,118
2021-09-24,3.91,119
2021-09-25,31.17,110
2021-09-26,24.6,115
2021-09-27,11.11,122
2021-09-28,0.85,96
2021-09-29,0.59,91
2021-09-30,0.93,94
2021-10-01,1.07,116
2021-10-02,3.86,119
2021-10-03,9.69,123
2021-10-04,30.19,112
2021-10-05,21.47,117
2021-10-06,3.04,120
2021-10-07,2.7,122
2021-10-08,2.82,121
2021-10-09,1.62,115
2021-10-10,2.06,113
2021-10-11,1.96,117
2021-10-12,0.86,91
2021-10-13,1.62,106
2021-10-14,1.36,112
2021-10-15,1.77,112
2021-10-16,1.98,110
2021-10-17,3.52,112
2021-10-18,1.52,113
2021-10-19,2.2,112
2021-10-20,0.92,106
2021-10-21,0.95,93
2021-10-22,0.89,99
2021-10-23,0.89,88
2021-10-24,1.0,85
2021-10-25,0.93,92
2021-10-26,1.0,96
2021-10-27,1.37,94
2021-10-28,2.86,115
2021-10-29,5.31,114
2021-10-30,2.28,111
2021-10-31,3.01,111
2021-11-01,2.14,108
2021-11-02,0.93,106
2021-11-03,3.12,109
2021-11-04,1.46,101
2021-11-05,1.4,95
2021-11-06,1.4,92
2021-11-07,1.03,96
2021-11-08,2.37,107
2021-11-09,0.68,91
2021-11-10,1.46,102
2021-11-11,2.51,106
2021-11-12,3.68,108
2021-11-13,4.82,107
2021-11-14,5.2,108
2021-11-15,2.92,103
2021-11-16,0.77,87
2021-11-17,2.06,100
2021-11-18,2.02,103
2021-11-19,1.2,102
2021-11-20,1.93,106
2021-11-21,1.43,95
2021-11-22,2.7,105
2021-11-23,2.05,104
2021-11-24,2.23,100
2021-11-25,2.74,105
2021-11-26,3.7,108
2021-11-27,3.62,108
2021-11-28,3.14,110
2021-11-29,3.09,109
2021-11-30,2.39,109
2021-12-01,1.96,99
2021-12-02,2.48,107
2021-12-03,2.64,108
2021-12-04,2.66,108
2021-12-05,3.03,102
2021-12-06,2.56,95
2021-12-07,1.53,102
2021-12-08,3.12,108
2021-12-09,1.56,105
2021-12-10,2.51,110
2021-12-11,2.55,108
2021-12-12,1.65,108
2021-12-13,1.11,72
2021-12-14,1.72,81
2021-12-15,1.21,83
2021-12-16,0.7,86
2021-12-17,2.0,99
2021-12-18,3.69,107
2021-12-19,3.22,103
2021-12-20,2.2,98
2021-12-21,2.59,99
2021-12-22,1.74,98
2021-12-23,1.05,87
2021-12-24,1.02,86
2021-12-25,1.85,77
2021-12-26,0.82,73
2021-12-27,1.02,77
2021-12-28,0.76,80
2021-12-29,1.22,89
2021-12-30,1.86,97
2021-12-31,1.2,94
2022-01-01,3.36,103
2022-01-02,3.27,99
2022-01-03,1.44,99
2022-01-04,0.57,81
2022-01-05,1.33,92
2022-01-06,2.8,101
2022-01-07,1.11,89
2022-01-08,1.68,97
2022-01-09,2.22,98
2022-01-10,2.77,106
2022-01-11,2.42,107
2022-01-12,3.0,109
2022-01-13,3.21,110
2022-01-14,2.17,106
2022-01-15,2.55,108
2022-01-16,4.88,110
2022-01-17,3.85,107
2022-01-18,2.3,105
2022-01-19,2.54,107
2022-01-20,2.8,110
2022-01-21,2.24,105
2022-01-22,0.69,76
2022-01-23,1.51,93
2022-01-24,2.45,101
2022-01-25,2.1,95
2022-01-26,2.05,95
2022-01-27,3.98,100
2022-01-28,2.28,104
2022-01-29,3.56,107
2022-01-30,3.15,107
2022-01-31,2.31,102
2022-02-01,1.67,99
2022-02-02,1.25,92
2022-02-03,2.63,99
2022-02-04,1.64,97
2022-02-05,3.61,104
2022-02-06,2.92,101
2022-02-07,2.23,102
2022-02-08,3.95,108
2022-02-09,1.84,102
2022-02-10,1.49,97
2022-02-11,2.21,98
2022-02-12,2.43,103
2022-02-13,2.98,103
2022-02-14,2.16,102
2022-02-15,1.11,99
2022-02-16,1.23,93
2022-02-17,0.91,93
2022-02-18,2.27,103
2022-02-19,2.15,102
2022-02-20,2.91,104
2022-02-21,2.96,107
2022-02-22,0.8,80
2022-02-23,1.33,88
2022-02-24,2.17,93
2022-02-25,2.21,102
2022-02-26,2.75,100
2022-02-27,3.08,104
2022-02-28,2.24,103
2022-03-01,2.66,105
2022-03-02,2.39,99
2022-03-03,2.38,104
2022-03-04,4.23,104
2022-03-05,0.97,91
2022-03-06,1.78,102
2022-03-07,1.75,104
2022-03-08,1.82,101
2022-03-09,1.87,98
2022-03-10,1.28,102
2022-03-11,1.21,96
2022-03-12,2.36,103
2022-03-13,1.65,104
2022-03-14,1.94,101
2022-03-15,1.21,97
2022-03-16,2.03,99
2022-03-17,1.95,103
2022-03-18,2.0,103
2022-03-19,2.03,103
2022-03-20,1.32,94
2022-03-21,1.87,100
2022-03-22,1.07,84
2022-03-23,1.12,92
2022-03-24,2.19,105
2022-03-25,2.44,104
2022-03-26,2.29,104
2022-03-27,3.85,104
2022-03-28,1.28,96
2022-03-29,1.24,101
2022-03-30,2.5,102
2022-03-31,1.86,101
2022-04-01,1.47,99
2022-04-02,2.47,102
2022-04-03,1.88,102
2022-04-04,1.38,98
2022-04-05,0.88,86
2022-04-06,1.73,101
2022-04-07,1.94,100
2022-04-08,2.81,104
2022-04-09,2.28,102
2022-04-10,1.55,101
2022-04-11,0.78,88
2022-04-12,0.96,84
2022-04-13,1.99,104
2022-04-14,0.76,98
2022-04-15,0.52,83
2022-04-16,0.72,89
2022-04-17,1.41,99
2022-04-18,1.51,102
2022-04-19,1.12,95
2022-04-20,0.97,91
2022-04-21,0.84,96
2022-04-22,0.82,80
2022-04-23,1.05,85
2022-04-24,1.33,96
2022-04-25,4.25,104
2022-04-26,5.63,105
2022-04-27,5.25,105
2022-04-28,3.46,103
2022-04-29,3.09,100
2022-04-30,2.72,103
2022-05-01,1.89,102
2022-05-02,1.23,100
2022-05-03,1.0,95
2022-05-04,0.92,80
2022-05-05,1.11,93
2022-05-06,0.58,77
2022-05-07,1.3,96
2022-05-08,1.63,97
2022-05-09,0.94,77
2022-05-10,1.08,89
2022-05-11,0.88,78
2022-05-12,1.39,93
2022-05-13,1.3,95
2022-05-14,1.17,94
2022-05-15,1.27,91
2022-05-16,0.9,85
2022-05-17,1.11,94
2022-05-18,2.11,97
2022-05-19,0.86,91
2022-05-20,0.88,90
2022-05-21,1.06,91
2022-05-22,1.24,95
2022-05-23,1.41,96
2022-05-24,3.8,100
2022-05-25,2.5,99
2022-05-26,4.99,100
2022-05-27,1.77,98
2022-05-28,1.73,98
2022-05-29,1.39,96
2022-05-30,0.95,80
2022-05-31,0.82,77
2022-06-01,0.74,78
2022-06-02,1.08,91
2022-06-03,0.59,75
2022-06-04,1.11,88
2022-06-05,0.62,85
2022-06-06,0.93,95
2022-06-07,1.41,97
2022-06-08,1.33,96
2022-06-09,0.97,92
2022-06-10,1.36,96
2022-06-11,0.59,82
2022-06-12,0.48,70
2022-06-13,0.86,94
2022-06-14,1.88,97
2022-06-15,1.96,97
2022-06-16,1.32,97
2022-06-17,1.54,94
2022-06-18,1.33,92
2022-06-19,1.03,89
2022-06-20,1.92,97
2022-06-21,0.86,83
2022-06-22,0.9,90
2022-06-23,1.92,94
2022-06-24,2.1,98
2022-06-25,1.77,98
2022-06-26,1.96,98
2022-06-27,2.05,102
2022-06-28,0.74,96
2022-06-29,0.92,95
2022-06-30,1.17,96
2022-07-01,0.92,92
2022-07-02,1.05,87
2022-07-03,0.97,91
2022-07-04,1.21,99
2022-07-05,2.66,102
2022-07-06,6.69,102
2022-07-07,2.43,103
2022-07-08,5.08,107
2022-07-09,2.22,107
2022-07-10,13.92,109
2022-07-11,7.39,110
2022-07-12,7.37,109
2022-07-13,4.78,109
2022-07-14,5.83,111
2022-07-15,2.31,107
2022-07-16,2.06,102
2022-07-17,2.58,103
2022-07-18,3.05,106
2022-07-19,3.29,106
2022-07-20,2.25,106
2022-07-21,1.04,100
2022-07-22,1.02,82
2022-07-23,0.75,86
2022-07-24,38.62,89
2022-07-25,44.68,94
2022-07-26,19.14,112
2022-07-27,10.28,117
2022-07-28,6.89,117
2022-07-29,6.83,117
2022-07-30,6.58,116
2022-07-31,8.21,115
2022-08-01,5.05,117
2022-08-02,3.36,113
2022-08-03,4.73,118
2022-08-04,4.44,117
2022-08-05,4.11,116
2022-08-06,4.84,119
2022-08-07,4.66,119
2022-08-08,2.08,117
2022-08-09,2.12,118
2022-08-10,1.43,115
2022-08-11,2.03,120
2022-08-12,1.25,115
2022-08-13,1.18,111
2022-08-14,1.26,114
2022-08-15,1.45,115
2022-08-16,2.41,119
2022-08-17,2.43,118
2022-08-18,2.59,119
2022-08-19,3.14,119
2022-08-20,3.28,117
2022-08-21,2.96,116
2022-08-22,2.21,116
2022-08-23,1.2,113
2022-08-24,1.07,109
2022-08-25,1.1,107
2022-08-26,1.29,110
2022-08-27,1.24,111
2022-08-28,1.42,114
2022-08-29,3.16,114
2022-08-30,4.07,115
2022-08-31,2.19,113
2022-09-01,3.57,115
2022-09-02,2.5,112
2022-09-03,1.23,104
2022-09-04,2.02,107
2022-09-05,3.2,109
2022-09-06,4.38,112
2022-09-07,8.18,113
2022-09-08,35.48,99
2022-09-09,83.37,69
2022-09-10,49.01,85
2022-09-11,151.88,29
2022-09-12,161.77,36
2022-09-13,12.72,119
2022-09-14,15.58,109
2022-09-15,22.65,106
2022-09-16,148.95,37
2022-09-17,91.24,53
2022-09-18,2.84,115
2022-09-19,0.66,102
2022-09-20,0.71,100
2022-09-21,1.18,112
2022-09-22,2.25,123
2022-09-23,2.46,120
2022-09-24,1.99,120
2022-09-25,1.68,118
2022-09-26,2.0,122
2022-09-27,2.09,118
2022-09-28,0.98,113
2022-09-29,1.35,115
2022-09-30,1.09,114
2022-10-01,1.26,108
2022-10-02,2.58,123
2022-10-03,2.21,117
2022-10-04,2.59,122
2022-10-05,3.38,120
2022-10-06,2.09,119
2022-10-07,2.2,121
2022-10-08,2.16,117
2022-10-09,2.77,117
2022-10-10,2.48,118
2022-10-11,3.19,117
2022-10-12,7.74,120
2022-10-13,2.54,117
2022-10-14,1.41,112
2022-10-15,1.37,109
2022-10-16,1.52,115
2022-10-17,3.12,116
2022-10-18,3.6,116
2022-10-19,1.46,113
2022-10-20,1.29,110
2022-10-21,2.61,114
2022-10-22,2.2,117
2022-10-23,0.91,93
2022-10-24,0.82,93
2022-10-25,1.41,106
2022-10-26,3.18,116
2022-10-27,1.14,92
2022-10-28,1.56,108
2022-10-29,1.86,113
2022-10-30,1.67,105
2022-10-31,1.93,111
2022-11-01,2.31,116
2022-11-02,0.69,83
2022-11-03,1.09,92
2022-11-04,3.01,111
2022-11-05,11.88,111
2022-11-06,1.47,97
2022-11-07,0.94,88
2022-11-08,1.98,104
2022-11-09,1.3,86
2022-11-10,2.31,106
2022-11-11,3.1,112
2022-11-12,2.68,110
2022-11-13,1.66,109
2022-11-14,3.22,109
2022-11-15,3.64,112
2022-11-16,3.13,109
2022-11-17,5.13,112
2022-11-18,4.74,113
2022-11-19,4.46,111
2022-11-20,5.5,114
2022-11-21,4.75,113
2022-11-22,4.48,111
2022-11-23,2.94,109
2022-11-24,2.55,104
2022-11-25,2.69,109
2022-11-26,2.1,104
2022-11-27,2.37,108
2022-11-28,1.9,104
2022-11-29,2.15,108
2022-11-30,2.86,109
2022-12-01,2.53,113
2022-12-02,2.05,97
2022-12-03,3.68,101
2022-12-04,1.17,91
2022-12-05,0.9,87
2022-12-06,1.44,95
2022-12-07,2.52,99
2022-12-08,1.86,102
2022-12-09,0.71,87
2022-12-10,1.45,100
2022-12-11,1.06,72
2022-12-12,1.36,94
2022-12-13,1.82,99
2022-12-14,2.98,104
2022-12-15,5.87,104
2022-12-16,4.12,101
2022-12-17,5.03,100
2022-12-18,4.08,99
2022-12-19,2.91,98
2022-12-20,2.68,97
2022-12-21,2.71,94
2022-12-22,2.61,99
2022-12-23,2.26,99
2022-12-24,3.34,100
2022-12-25,4.01,101
2022-12-26,3.73,96
2022-12-27,0.98,81
2022-12-28,1.07,81
2022-12-29,1.51,89
2022-12-30,1.68,90
2022-12-31,1.39,91
2023-01-01,1.26,82
2023-01-02,1.75,86
2023-01-03,1.17,88
2023-01-04,1.76,83
2023-01-05,0.8,77
2023-01-06,1.02,85
2023-01-07,1.7,96
2023-01-08,0.7,78
2023-01-09,1.25,86
2023-01-10,1.14,90
2023-01-11,0.79,81
2023-01-12,1.91,94
2023-01-13,1.3,85
2023-01-14,0.93,70
2023-01-15,1.06,79
2023-01-16,0.99,87
2023-01-17,1.15,87
2023-01-18,1.71,87
2023-01-19,0.72,78
2023-01-20,0.73,71
2023-01-21,2.31,95
2023-01-22,2.51,92
2023-01-23,0.7,76
2023-01-24,1.35,82
2023-01-25,1.64,94
2023-01-26,1.03,87
2023-01-27,2.57,98
2023-01-28,1.87,93
2023-01-29,2.68,97
2023-01-30,1.08,80
2023-01-31,1.48,89
2023-02-01,1.76,92
2023-02-02,2.2,96
2023-02-03,1.58,90
2023-02-04,1.7,89
2023-02-05,1.25,82
2023-02-06,1.38,84
2023-02-07,1.35,93
2023-02-08,3.04,98
2023-02-09,2.24,98
2023-02-10,2.27,99
2023-02-11,2.11,100
2023-02-12,1.25,87
2023-02-13,1.51,91
2023-02-14,1.94,99
2023-02-15,0.82,71
2023-02-16,1.37,82
2023-02-17,1.68,91
2023-02-18,2.25,94
2023-02-19,2.63,97
2023-02-20,2.37,94
2023-02-21,2.79,99
2023-02-22,1.42,73
2023-02-23,0.82,75
2023-02-24,0.94,73
2023-02-25,1.16,73
2023-02-26,1.08,72
2023-02-27,0.88,66
2023-02-28,0.59,63
2023-03-01,0.79,72
2023-03-02,0.8,77
2023-03-03,2.36,92
2023-03-04,5.56,94
2023-03-05,1.04,70
2023-03-06,0.83,75
2023-03-07,0.81,71
2023-03-08,0.83,72
2023-03-09,0.88,76
2023-03-10,0.61,58
2023-03-11,0.88,72
2023-03-12,0.7,71
2023-03-13,0.94,73
2023-03-14,0.63,70
2023-03-15,0.73,71
2023-03-16,2.3,91
2023-03-17,3.07,91
2023-03-18,3.02,91
2023-03-19,2.46,91
2023-03-20,0.81,75
2023-03-21,1.26,90
2023-03-22,1.27,77
2023-03-23,0.74,72
2023-03-24,0.65,70
2023-03-25,2.36,88
2023-03-26,2.98,89
2023-03-27,1.15,76
2023-03-28,1.51,88
2023-03-29,0.75,70
2023-03-30,1.02,73
2023-03-31,0.78,67
2023-04-01,0.9,76
2023-04-02,0.89,77
2023-04-03,0.57,65
2023-04-04,0.72,71
2023-04-05,1.84,87
2023-04-06,3.33,91
2023-04-07,2.64,90
2023-04-08,1.92,89
2023-04-09,2.89,89
2023-04-10,1.9,86
2023-04-11,3.14,89
2023-04-12,1.23,88
2023-04-13,1.46,90
2023-04-14,1.79,89
2023-04-15,2.42,87
2023-04-16,2.81,87
2023-04-17,1.93,87
2023-04-18,1.73,87
2023-04-19,2.33,89
2023-04-20,2.69,91
2023-04-21,1.8,90
2023-04-22,1.35,78
2023-04-23,1.7,89
2023-04-24,1.23,90
2023-04-25,1.36,89
2023-04-26,1.09,84
2023-04-27,1.17,89
2023-04-28,1.65,90
2023-04-29,1.77,93
2023-04-30,2.85,95
2023-05-01,2.79,98
2023-05-02,1.16,90
2023-05-03,1.5,93
2023-05-04,1.45,96
2023-05-05,0.84,87
2023-05-06,0.85,93
2023-05-07,1.26,92
2023-05-08,1.71,95
2023-05-09,1.35,95
2023-05-10,2.12,96
2023-05-11,2.89,96
2023-05-12,2.11,96
2023-05-13,1.46,97
2023-05-14,1.85,92
2023-05-15,4.66,97
2023-05-16,2.29,95
2023-05-17,2.37,95
2023-05-18,2.12,92
2023-05-19,3.89,95
2023-05-20,4.69,95
2023-05-21,3.48,93
2023-05-22,3.26,94
2023-05-23,2.86,93
2023-05-24,3.25,94
2023-05-25,2.58,96
2023-05-26,2.62,95
2023-05-27,4.13,95
2023-05-28,5.34,94
2023-05-29,4.32,96
2023-05-30,4.33,96
2023-05-31,2.79,95
2023-06-01,3.53,96
2023-06-02,3.54,96
2023-06-03,3.68,98
2023-06-04,4.09,99
2023-06-05,1.86,98
2023-06-06,1.17,94
2023-06-07,1.62,96
2023-06-08,3.5,98
2023-06-09,3.88,96
2023-06-10,3.1,96
2023-06-11,2.47,96
2023-06-12,1.91,94
2023-06-13,2.45,96
2023-06-14,4.03,100
2023-06-15,3.35,98
2023-06-16,2.98,97
2023-06-17,5.71,100
2023-06-18,3.66,101
2023-06-19,1.17,89
2023-06-20,1.21,91
2023-06-21,1.09,89
2023-06-22,3.28,93
2023-06-23,4.02,98
2023-06-24,6.92,99
2023-06-25,6.07,100
2023-06-26,5.48,99
2023-06-27,4.86,98
2023-06-28,3.82,98
2023-06-29,4.1,100
2023-06-30,4.16,101
2023-07-01,6.87,100
2023-07-02,6.21,102
2023-07-03,6.21,102
2023-07-04,6.56,100
2023-07-05,6.32,101
2023-07-06,6.41,99
2023-07-07,5.86,98
2023-07-08,5.94,98
2023-07-09,5.56,99
2023-07-10,3.86,98
2023-07-11,2.47,95
2023-07-12,2.41,97
2023-07-13,2.11,98
2023-07-14,2.23,99
2023-07-15,4.28,100
2023-07-16,2.75,101
2023-07-17,4.84,100
2023-07-18,3.44,100
2023-07-19,3.49,99
2023-07-20,4.31,101
2023-07-21,4.67,100
2023-07-22,3.3,100
2023-07-23,5.33,101
2023-07-24,5.38,103
2023-07-25,1.27,96
2023-07-26,0.8,80
2023-07-27,0.96,95
2023-07-28,1.19,96
2023-07-29,1.5,93
2023-07-30,1.79,96
2023-07-31,1.14,93
2023-08-01,1.47,98
2023-08-02,4.43,99
2023-08-03,4.35,100
2023-08-04,3.89,97
2023-08-05,3.92,98
2023-08-06,5.3,98
2023-08-07,4.95,99
2023-08-08,4.77,98
2023-08-09,4.11,98
2023-08-10,2.36,95
2023-08-11,2.89,97
2023-08-12,3.66,97
2023-08-13,4.29,101
2023-08-14,3.69,100
2023-08-15,2.13,97
2023-08-16,1.4,96
2023-08-17,2.44,99
2023-08-18,3.09,98
2023-08-19,1.74,94
2023-08-20,1.74,95
2023-08-21,2.26,96
2023-08-22,2.89,96
2023-08-23,5.49,98
2023-08-24,4.74,100
2023-08-25,3.73,98
2023-08-26,4.27,97
2023-08-27,4.18,97
2023-08-28,4.66,98
2023-08-29,2.35,97
2023-08-30,6.59,96
2023-08-31,6.94,95
2023-09-01,13.32,94
2023-09-02,4.5,93
2023-09-03,2.58,90
2023-09-04,2.56,92
2023-09-05,3.08,93
2023-09-06,3.58,93
2023-09-07,2.92,92
2023-09-08,1.74,89
2023-09-09,3.11,91
2023-09-10,3.4,92
2023-09-11,3.62,93
2023-09-12,2.72,92
2023-09-13,3.75,92
2023-09-14,3.65,91
2023-09-15,1.78,90
2023-09-16,2.76,91
2023-09-17,3.45,91
2023-09-18,3.12,90
2023-09-19,2.92,90
2023-09-20,4.14,91
2023-09-21,11.34,91
2023-09-22,10.12,92
2023-09-23,8.54,92
2023-09-24,13.73,91
2023-09-25,5.26,92
2023-09-26,3.58,95
2023-09-27,2.75,93
2023-09-28,2.58,92
2023-09-29,2.02,92
2023-09-30,1.92,90
2023-10-01,1.07,86
2023-10-02,2.03,90
2023-10-03,1.89,95
2023-10-04,1.49,92
2023-10-05,1.84,94
2023-10-06,2.09,93
2023-10-07,4.26,95
2023-10-08,9.45,94
2023-10-09,6.52,95
2023-10-10,2.02,92
2023-10-11,0.85,73
2023-10-12,1.18,77
2023-10-13,1.63,89
2023-10-14,2.31,88
2023-10-15,7.95,92
2023-10-16,10.64,91
2023-10-17,7.86,91
2023-10-18,5.56,91
2023-10-19,7.56,92
2023-10-20,10.74,92
2023-10-21,14.36,90
2023-10-22,5.8,91
2023-10-23,1.51,83
2023-10-24,4.4,91
2023-10-25,4.17,89
2023-10-26,1.63,82
2023-10-27,2.51,88
2023-10-28,2.4,87
2023-10-29,1.96,85
2023-10-30,4.43,89
2023-10-31,5.39,90
2023-11-01,5.97,88
2023-11-02,9.42,88
2023-11-03,2.52,85
2023-11-04,4.17,84
2023-11-05,1.64,84
2023-11-06,1.28,79
2023-11-07,3.35,89
2023-11-08,3.07,86
2023-11-09,5.4,83
2023-11-10,10.63,87
2023-11-11,9.52,89
2023-11-12,9.7,86
2023-11-13,1.99,91
2023-11-14,3.27,90
2023-11-15,5.9,90
2023-11-16,2.73,91
2023-11-17,3.39,89
2023-11-18,3.27,90
2023-11-19,0.75,74
2023-11-20,1.61,76
2023-11-21,2.72,81
2023-11-22,3.22,84
2023-11-23,2.71,86
2023-11-24,1.87,82
2023-11-25,2.5,86
2023-11-26,2.73,86
2023-11-27,2.57,80
2023-11-28,2.59,84
2023-11-29,2.76,84
2023-11-30,2.76,84
2023-12-01,1.57,82
